URL_ID,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_COMPLEX_WORDS,FOG_INDEX,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
bctech2059,10,4,0.42857139795918586,0.07035175844044343,19.9,0.4020100502512563,8.120804020100502,80,199,2.527638190954774,4,7.914572864321608
bctech2060,10,2,0.6666666111111158,0.05555555529835391,24.0,0.41203703703703703,9.764814814814816,89,216,2.4074074074074074,3,7.310185185185185
bctech2061,12,3,0.5999999600000027,0.05434782589004411,21.23076923076923,0.4311594202898551,8.664771460423635,119,276,2.420289855072464,3,7.391304347826087
bctech2062,17,2,0.7894736426592819,0.0605095539474218,16.526315789473685,0.3375796178343949,6.745558162923231,106,314,2.2356687898089174,12,6.840764331210191
bctech2063,9,3,0.4999999583333368,0.05454545429752066,20.0,0.38181818181818183,8.152727272727274,84,220,2.3954545454545455,3,7.3090909090909095
bctech2064,9,5,0.2857142653061239,0.04374999986328125,12.8,0.403125,5.28125,129,320,2.38125,10,7.25
bctech2065,14,4,0.5555555246913597,0.0497237567687189,20.11111111111111,0.356353591160221,8.186985880908534,129,362,2.2569060773480665,6,7.074585635359116
bctech2066,16,9,0.27999998880000043,0.09578544024603279,21.75,0.3946360153256705,8.857854406130269,103,261,2.4061302681992336,5,7.32183908045977
bctech2067,18,5,0.5652173667296797,0.06969696948576676,17.36842105263158,0.3424242424242424,7.0843381180223295,113,330,2.2515151515151515,14,7.178787878787879
bctech2068,17,6,0.4782608487712674,0.06552706534037873,13.0,0.37606837606837606,5.350427350427351,132,351,2.3618233618233617,11,7.2250712250712255
bctech2069,11,6,0.2941176297577865,0.06995884744872902,16.2,0.43621399176954734,6.654485596707819,106,243,2.4691358024691357,3,7.419753086419753
bctech2070,10,2,0.6666666111111158,0.05970149224029109,20.1,0.3880597014925373,8.195223880597016,78,201,2.4029850746268657,4,7.358208955223881
bctech2071,10,5,0.3333333111111126,0.0707547166473834,21.2,0.4056603773584906,8.642264150943396,86,212,2.4245283018867925,3,7.400943396226415
bctech2072,12,5,0.4117646816609011,0.0783410134638663,18.083333333333332,0.4055299539170507,7.395545314900153,88,217,2.447004608294931,5,7.493087557603687
bctech2073,11,2,0.6923076390532585,0.06190476160997733,21.0,0.4095238095238095,8.563809523809523,86,210,2.447619047619048,4,7.480952380952381
bctech2074,10,9,0.05263157617728546,0.07818930008975597,15.1875,0.42386831275720166,6.244547325102881,103,243,2.4814814814814814,6,7.4526748971193415
bctech2075,17,2,0.7894736426592819,0.06129032238293444,14.090909090909092,0.3387096774193548,5.771847507331379,105,310,2.3516129032258064,10,7.354838709677419
bctech2076,16,5,0.5238094988662143,0.06268656697705502,13.958333333333334,0.3850746268656716,5.737363184079602,129,335,2.4208955223880597,14,7.665671641791045
bctech2077,12,6,0.3333333148148158,0.05027932946849349,17.047619047619047,0.38268156424581007,6.972120244745944,137,358,2.3659217877094973,12,7.0027932960893855
bctech2078,26,14,0.2999999925000002,0.10256410230111769,13.448275862068966,0.3128205128205128,5.504438549955792,122,390,2.2846153846153845,13,6.9974358974358974
bctech2079,13,2,0.7333332844444478,0.042857142734693876,15.217391304347826,0.3628571428571429,6.232099378881988,127,350,2.402857142857143,16,7.38
bctech2080,15,1,0.8749999453125034,0.050156739654681065,19.9375,0.3385579937304075,8.110423197492164,108,319,2.25705329153605,8,7.181818181818182
bctech2081,30,5,0.7142856938775517,0.05993150674669263,15.368421052631579,0.4041095890410959,6.30901225666907,236,584,2.416095890410959,8,7.335616438356165
bctech2082,10,3,0.5384614970414233,0.04797047952778421,30.11111111111111,0.3505535055350554,12.184665846658469,95,271,2.3173431734317345,4,7.092250922509225
bctech2083,11,1,0.8333332638888947,0.03636363625344353,16.5,0.3787878787878788,6.751515151515152,125,330,2.393939393939394,3,7.3121212121212125
bctech2084,8,2,0.599999940000006,0.052356020668293084,31.833333333333332,0.3717277486910995,12.882024432809771,71,191,2.4031413612565444,3,7.225130890052356
bctech2085,13,3,0.6249999609375024,0.05245901622144585,16.944444444444443,0.3639344262295082,6.923351548269581,111,305,2.3344262295081966,6,7.222950819672131
bctech2086,11,3,0.5714285306122479,0.046511627752453065,18.8125,0.36212624584717606,7.669850498338871,109,301,2.3156146179401995,7,7.093023255813954
bctech2087,7,1,0.7499999062500118,0.03755868526967753,26.625,0.4131455399061033,10.815258215962443,88,213,2.483568075117371,4,7.544600938967136
bctech2088,8,8,0.0,0.06425702785438944,19.153846153846153,0.42971887550200805,7.833426011739265,107,249,2.4738955823293174,7,7.289156626506024
bctech2089,7,13,-0.29999998500000075,0.0694444442033179,18.0,0.2881944444444444,7.315277777777777,83,288,2.1979166666666665,13,6.822916666666667
bctech2090,8,1,0.7777776913580343,0.028571428480725625,28.636363636363637,0.36507936507936506,11.6005772005772,115,315,2.3365079365079366,2,7.231746031746032
bctech2091,8,1,0.7777776913580343,0.04812834198861849,26.714285714285715,0.39037433155080214,10.841864018334608,73,187,2.481283422459893,2,7.598930481283422
bctech2092,14,2,0.7499999531250029,0.06639004121829858,30.125,0.3651452282157676,12.196058091286307,88,241,2.4356846473029043,3,7.473029045643154
bctech2093,11,7,0.2222222098765439,0.060200668694981044,14.238095238095237,0.3745819397993311,5.845070871157827,112,299,2.3578595317725752,3,7.3478260869565215
